S/N,Name,Category,Outsourced (B),Walk in Patient (C),Hospital Patient (D)
46,VITAMIN C SYRUP(CHILDLIFE),"Haematinics, Anti-Coagulants,Antifibrinolytics,Vitamins, Minerals And Supplements",N/A,N/A,N/A
47,WARFAIN 1MG TAB,"Haematinics, Anti-Coagulants,Antifibrinolytics,Vitamins, Minerals And Supplements",N/A,N/A,N/A
48,WARFAIN 2MG TAB,"Haematinics, Anti-Coagulants,Antifibrinolytics,Vitamins, Minerals And Supplements",N/A,N/A,N/A
49,WARFARIN 5MG TAB,"Haematinics, Anti-Coagulants,Antifibrinolytics,Vitamins, Minerals And Supplements",N/A,N/A,N/A
50,YEAST TABLET,"Haematinics, Anti-Coagulants,Antifibrinolytics,Vitamins, Minerals And Supplements",N/A,N/A,N/A
51,ASTYFER SYRUP 200ML,"Haematinics, Anti-Coagulants,Antifibrinolytics,Vitamins, Minerals And Supplements","₦2,250.00","₦2,250.00","₦2,250.00"
52,ASTYFER SYRUP 110ML,"Haematinics, Anti-Coagulants,Antifibrinolytics,Vitamins, Minerals And Supplements","₦1,200.00","₦1,200.00","₦1,200.00"
53,ASTYFER CAPSULES,"Haematinics, Anti-Coagulants,Antifibrinolytics,Vitamins, Minerals And Supplements","₦1,150.00","₦1,150.00","₦1,150.00"
54,ASTYMIN SYRUP 200ML,"Haematinics, Anti-Coagulants,Antifibrinolytics,Vitamins, Minerals And Supplements","₦2,250.00","₦2,250.00","₦2,250.00"
55,BIOSEA CODLIVER OIL 220ML SYRUP,"Haematinics, Anti-Coagulants,Antifibrinolytics,Vitamins, Minerals And Supplements","₦3,500.00","₦3,500.00","₦3,500.00"
56,VITAMIN C SYRUP 100ML (FAITH),"Haematinics, Anti-Coagulants,Antifibrinolytics,Vitamins, Minerals And Supplements","₦2,000.00","₦2,000.00",₦400.00
57,ORALDOZ(ORS),"Haematinics, Anti-Coagulants,Antifibrinolytics,Vitamins, Minerals And Supplements",₦250.00,₦250.00,₦250.00
58,VALUPAK EFFERVECENT VITAMIN C 1000MG,"Haematinics, Anti-Coagulants,Antifibrinolytics,Vitamins, Minerals And Supplements","₦1,700.00","₦1,700.00","₦1,700.00"
59,COATAL- FORTE 80/480 MG,"Haematinics, Anti-Coagulants,Antifibrinolytics,Vitamins, Minerals And Supplements","₦1,000.00","₦1,000.00","₦1,000.00"
60,KIDZ RELOAD,"Haematinics, Anti-Coagulants,Antifibrinolytics,Vitamins, Minerals And Supplements","₦5,700.00","₦5,700.00","₦5,700.00"
61,RELOAD INFANT DROPS,"Haematinics, Anti-Coagulants,Antifibrinolytics,Vitamins, Minerals And Supplements","₦4,500.00","₦4,500.00","₦4,500.00"
62,SYRUP VITAMIN C,"Haematinics, Anti-Coagulants,Antifibrinolytics,Vitamins, Minerals And Supplements",₦300.00,₦300.00,₦300.00
63,RELOAD(MEN),"Haematinics, Anti-Coagulants,Antifibrinolytics,Vitamins, Minerals And Supplements","₦4,000.00","₦4,000.00","₦4,000.00"
64,PRO-LIFE VIITAMIN C,"Haematinics, Anti-Coagulants,Antifibrinolytics,Vitamins, Minerals And Supplements","₦2,000.00","₦2,000.00","₦2,000.00"
65,VITAMIN C (CHEWABLE),"Haematinics, Anti-Coagulants,Antifibrinolytics,Vitamins, Minerals And Supplements",₦500.00,₦500.00,₦500.00
66,VITAMIN B6 (50MG) (TAB),"Haematinics, Anti-Coagulants,Antifibrinolytics,Vitamins, Minerals And Supplements",N/A,N/A,N/A
67,TAB FESOLATE,"Haematinics, Anti-Coagulants,Antifibrinolytics,Vitamins, Minerals And Supplements",N/A,N/A,N/A
68,TAB FOLIC ACID,"Haematinics, Anti-Coagulants,Antifibrinolytics,Vitamins, Minerals And Supplements",N/A,N/A,N/A
69,VITAMIN B COMPLEX (INJ),"Haematinics, Anti-Coagulants,Antifibrinolytics,Vitamins, Minerals And Supplements","₦1,000.00","₦1,000.00","₦1,000.00"
70,TAB VITAMIN B COMPLEX,"Haematinics, Anti-Coagulants,Antifibrinolytics,Vitamins, Minerals And Supplements",N/A,N/A,N/A
71,CAPS LIVOLIN FORTE,"Haematinics, Anti-Coagulants,Antifibrinolytics,Vitamins, Minerals And Supplements","₦3,000.00","₦3,000.00","₦3,000.00"
72,POTASSIUM CHLORIDE(15%),"Haematinics, Anti-Coagulants,Antifibrinolytics,Vitamins, Minerals And Supplements","₦1,000.00","₦1,000.00","₦1,000.00"
73,VITAMIN B COMPLEX (TAB),"Haematinics, Anti-Coagulants,Antifibrinolytics,Vitamins, Minerals And Supplements",N/A,N/A,N/A
74,TAB VITAMIN C (COUNTABLE),"Haematinics, Anti-Coagulants,Antifibrinolytics,Vitamins, Minerals And Supplements",N/A,N/A,N/A
75,VITAMIN C (ORANGE),"Haematinics, Anti-Coagulants,Antifibrinolytics,Vitamins, Minerals And Supplements",N/A,N/A,N/A
76,TAB ALLOPURINOL,"Haematinics, Anti-Coagulants,Antifibrinolytics,Vitamins, Minerals And Supplements","₦3,800.00","₦3,800.00","₦3,800.00"
77,FEROBIN PLUS,"Haematinics, Anti-Coagulants,Antifibrinolytics,Vitamins, Minerals And Supplements",₦500.00,₦500.00,₦500.00
78,CHYMORAL,"Haematinics, Anti-Coagulants,Antifibrinolytics,Vitamins, Minerals And Supplements","₦1,200.00","₦1,200.00","₦1,200.00"
79,VITAMIN C (COUNTING),"Haematinics, Anti-Coagulants,Antifibrinolytics,Vitamins, Minerals And Supplements",N/A,N/A,N/A
80,ORS (G-ORAL).........,"Haematinics, Anti-Coagulants,Antifibrinolytics,Vitamins, Minerals And Supplements",₦500.00,₦500.00,₦500.00
1,ALFUZOSIN (XATRAL XL) 10MG TAB,"Hormones,Contaceptives, Genito-Urinary Disorders,Obstetrics & Oxytocics Drugs",N/A,N/A,N/A
2,BROMERGON (BROMOCRIPTINE) 2.5MG TAB,"Hormones,Contaceptives, Genito-Urinary Disorders,Obstetrics & Oxytocics Drugs",N/A,N/A,N/A
3,BROMOCRIPTINE 2.5MG TABS (PARLODEL),"Hormones,Contaceptives, Genito-Urinary Disorders,Obstetrics & Oxytocics Drugs",N/A,N/A,N/A
4,CLOMIPHENE 50MG (CLOMID) TAB,"Hormones,Contaceptives, Genito-Urinary Disorders,Obstetrics & Oxytocics Drugs",N/A,N/A,N/A
5,CYCLOGEST (PROGESTERONE) 200MG PESSARY,"Hormones,Contaceptives, Genito-Urinary Disorders,Obstetrics & Oxytocics Drugs",N/A,N/A,N/A
6,CYCLOGEST 400MG PESSARY,"Hormones,Contaceptives, Genito-Urinary Disorders,Obstetrics & Oxytocics Drugs",N/A,N/A,N/A
7,DOXAZOSIN (CARDURA XL) 4MG TAB,"Hormones,Contaceptives, Genito-Urinary Disorders,Obstetrics & Oxytocics Drugs",N/A,N/A,N/A
8,DUPHASTON 10MG (DYDROGESTERONE) TAB,"Hormones,Contaceptives, Genito-Urinary Disorders,Obstetrics & Oxytocics Drugs",N/A,N/A,N/A
9,DUREX CONDOMS,"Hormones,Contaceptives, Genito-Urinary Disorders,Obstetrics & Oxytocics Drugs",N/A,N/A,N/A
10,DUREX PLAY LUBE LUBRICANT,"Hormones,Contaceptives, Genito-Urinary Disorders,Obstetrics & Oxytocics Drugs",N/A,N/A,N/A
11,DUTASTERIDE (AVODART) 0.5MG TAB,"Hormones,Contaceptives, Genito-Urinary Disorders,Obstetrics & Oxytocics Drugs",N/A,N/A,N/A
12,DUTASTERIDE +TAMSULOSIN (DUODART) 0.5/0.4MG TAB,"Hormones,Contaceptives, Genito-Urinary Disorders,Obstetrics & Oxytocics Drugs",N/A,N/A,N/A
13,ERGOMETRINE 0.5MG/ML INJ,"Hormones,Contaceptives, Genito-Urinary Disorders,Obstetrics & Oxytocics Drugs",N/A,N/A,N/A
14,FINASTERIDE (PROSCAR) 5MG TAB,"Hormones,Contaceptives, Genito-Urinary Disorders,Obstetrics & Oxytocics Drugs",N/A,N/A,N/A
15,GOLD CIRCLE CONDOMS,"Hormones,Contaceptives, Genito-Urinary Disorders,Obstetrics & Oxytocics Drugs",N/A,N/A,N/A
16,K-Y JELLY,"Hormones,Contaceptives, Genito-Urinary Disorders,Obstetrics & Oxytocics Drugs",N/A,N/A,N/A
17,MAGNESIUM SULPHATE 50% INJ,"Hormones,Contaceptives, Genito-Urinary Disorders,Obstetrics & Oxytocics Drugs",N/A,N/A,N/A
18,MESTEROLONE TABS 25MG(PROVIRON),"Hormones,Contaceptives, Genito-Urinary Disorders,Obstetrics & Oxytocics Drugs",N/A,N/A,N/A
19,METHYLERGOMETRINE INJ 0.2MG,"Hormones,Contaceptives, Genito-Urinary Disorders,Obstetrics & Oxytocics Drugs",N/A,N/A,N/A
20,MICROGYNON (LEVONORGESTREL 0.15MG+ETHINYLESTRADIOL 0.03MG) TAB,"Hormones,Contaceptives, Genito-Urinary Disorders,Obstetrics & Oxytocics Drugs",N/A,N/A,N/A
21,MISOPROSTOL 200MCG (CYTOTEC) TAB,"Hormones,Contaceptives, Genito-Urinary Disorders,Obstetrics & Oxytocics Drugs",N/A,N/A,N/A
22,OXYBUTYNIN HCL 5MG,"Hormones,Contaceptives, Genito-Urinary Disorders,Obstetrics & Oxytocics Drugs",N/A,N/A,N/A
23,OXYTOCIN 10 IU/ML INJ,"Hormones,Contaceptives, Genito-Urinary Disorders,Obstetrics & Oxytocics Drugs",N/A,N/A,N/A
24,POSTINOR-2 (LEVONORGESTREL 0.75MG) TAB,"Hormones,Contaceptives, Genito-Urinary Disorders,Obstetrics & Oxytocics Drugs",N/A,N/A,N/A
25,POSTPILL (LEVONORGESTREL 1.5MG) TAB,"Hormones,Contaceptives, Genito-Urinary Disorders,Obstetrics & Oxytocics Drugs",N/A,N/A,N/A
26,PRIMOLUT DEPOT(HYDROXYPROGESTERONE CAPROATE) INJ,"Hormones,Contaceptives, Genito-Urinary Disorders,Obstetrics & Oxytocics Drugs",N/A,N/A,N/A
27,PRIMOLUT-N 5MG(NORETHISTERONE) TAB,"Hormones,Contaceptives, Genito-Urinary Disorders,Obstetrics & Oxytocics Drugs",N/A,N/A,N/A
28,PROGYNOVA 2MG(Estradiol valerate) TAB,"Hormones,Contaceptives, Genito-Urinary Disorders,Obstetrics & Oxytocics Drugs",N/A,N/A,N/A
29,PROVIRON (MESTEROLONE) 25MG TAB,"Hormones,Contaceptives, Genito-Urinary Disorders,Obstetrics & Oxytocics Drugs",N/A,N/A,N/A
30,SILDENAFIL 100MG TAB,"Hormones,Contaceptives, Genito-Urinary Disorders,Obstetrics & Oxytocics Drugs",N/A,N/A,N/A
31,SILDENAFIL 50MG (VIAGRA) TAB,"Hormones,Contaceptives, Genito-Urinary Disorders,Obstetrics & Oxytocics Drugs",N/A,N/A,N/A
32,TADALAFIL 10MG (TADALIS) TABS,"Hormones,Contaceptives, Genito-Urinary Disorders,Obstetrics & Oxytocics Drugs",N/A,N/A,N/A
33,TADALAFIL 20MG (WINFORCE) TAB,"Hormones,Contaceptives, Genito-Urinary Disorders,Obstetrics & Oxytocics Drugs",N/A,N/A,N/A
34,TAMSULOSIN (CONTIFLO XL) 0.4MG TAB,"Hormones,Contaceptives, Genito-Urinary Disorders,Obstetrics & Oxytocics Drugs",N/A,N/A,N/A
35,THYROXINE TABS,"Hormones,Contaceptives, Genito-Urinary Disorders,Obstetrics & Oxytocics Drugs",N/A,N/A,N/A
36,TOLTERODINE TARTARATE 2MG(ROLITEN) TAB,"Hormones,Contaceptives, Genito-Urinary Disorders,Obstetrics & Oxytocics Drugs",N/A,N/A,N/A
37,chi gynocare,"Hormones,Contaceptives, Genito-Urinary Disorders,Obstetrics & Oxytocics Drugs","₦3,500.00","₦3,500.00","₦3,500.00"
38,IMPLANON,"Hormones,Contaceptives, Genito-Urinary Disorders,Obstetrics & Oxytocics Drugs","₦3,000.00","₦3,000.00","₦3,000.00"
39,MICROGYNON TAB,"Hormones,Contaceptives, Genito-Urinary Disorders,Obstetrics & Oxytocics Drugs","₦1,500.00","₦1,500.00","₦1,500.00"
40,INJ NORISTERAT (200MG),"Hormones,Contaceptives, Genito-Urinary Disorders,Obstetrics & Oxytocics Drugs","₦1,000.00","₦1,000.00","₦1,000.00"
41,INJ DEPO PROVERA (150MG),"Hormones,Contaceptives, Genito-Urinary Disorders,Obstetrics & Oxytocics Drugs","₦1,000.00","₦1,000.00","₦1,000.00"
42,JADELLE (IMPLANT),"Hormones,Contaceptives, Genito-Urinary Disorders,Obstetrics & Oxytocics Drugs","₦3,000.00","₦3,000.00","₦3,000.00"
43,TAB MISOPROSTOL(200MCG),"Hormones,Contaceptives, Genito-Urinary Disorders,Obstetrics & Oxytocics Drugs","₦1,000.00","₦1,000.00","₦1,000.00"
44,TABS VIAGRA(50MG),"Hormones,Contaceptives, Genito-Urinary Disorders,Obstetrics & Oxytocics Drugs","₦1,500.00","₦1,500.00","₦1,500.00"
45,MEDROXYPROGESTERONE(10MG),"Hormones,Contaceptives, Genito-Urinary Disorders,Obstetrics & Oxytocics Drugs","₦3,000.00","₦3,000.00","₦3,000.00"
46,MYCOTEN CREAM,"Hormones,Contaceptives, Genito-Urinary Disorders,Obstetrics & Oxytocics Drugs","₦1,500.00","₦1,500.00","₦1,500.00"
47,GYNAECARE VAGINAL OVULES,"Hormones,Contaceptives, Genito-Urinary Disorders,Obstetrics & Oxytocics Drugs","₦3,500.00","₦3,500.00","₦3,500.00"
48,TAB MISOPROSTOL,"Hormones,Contaceptives, Genito-Urinary Disorders,Obstetrics & Oxytocics Drugs","₦1,500.00","₦1,500.00","₦1,500.00"
49,GYNOCARE VAGINAL OVULES,"Hormones,Contaceptives, Genito-Urinary Disorders,Obstetrics & Oxytocics Drugs","₦4,500.00","₦4,500.00","₦4,500.00"
50,IMPLANON INSERTION,"Hormones,Contaceptives, Genito-Urinary Disorders,Obstetrics & Oxytocics Drugs","₦7,000.00","₦7,000.00","₦7,000.00"
51,IUD INSERTION,"Hormones,Contaceptives, Genito-Urinary Disorders,Obstetrics & Oxytocics Drugs","₦10,000.00","₦10,000.00","₦10,000.00"
52,OXYTOCIN,"Hormones,Contaceptives, Genito-Urinary Disorders,Obstetrics & Oxytocics Drugs","₦1,000.00","₦1,000.00","₦1,000.00"
53,MICROGYNON/CARD,"Hormones,Contaceptives, Genito-Urinary Disorders,Obstetrics & Oxytocics Drugs","₦1,000.00","₦1,000.00","₦1,000.00"
54,PROVERA (10MG) TAB,"Hormones,Contaceptives, Genito-Urinary Disorders,Obstetrics & Oxytocics Drugs","₦3,000.00","₦3,000.00","₦3,000.00"
55,FLUTAMIDE,"Hormones,Contaceptives, Genito-Urinary Disorders,Obstetrics & Oxytocics Drugs","₦6,000.00","₦6,000.00","₦6,000.00"
56,INJ OXYTOCIN 10IU,"Hormones,Contaceptives, Genito-Urinary Disorders,Obstetrics & Oxytocics Drugs","₦2,000.00","₦2,000.00","₦2,000.00"
1,ANTI D INJ(RHOGAM),Immunological Products & Vaccines,N/A,N/A,N/A
2,ANTI SNAKE BITE SERUM,Immunological Products & Vaccines,N/A,N/A,N/A
3,BCG VACCINE,Immunological Products & Vaccines,N/A,N/A,N/A
4,DPT VACCINE,Immunological Products & Vaccines,N/A,N/A,N/A
5,HEPATITIS A VACCINE(HAVRIX),Immunological Products & Vaccines,"₦10,000.00","₦10,000.00",N/A
6,HEPATITIS B VACCINE(REVAC B+) 1ML,Immunological Products & Vaccines,"₦5,000.00","₦5,000.00",N/A
7,HPV VACCINE (CERVARIX),Immunological Products & Vaccines,"₦12,500.00","₦12,500.00",N/A
8,MENINGOCOCCAL CONJUGATE VACCINE,Immunological Products & Vaccines,N/A,N/A,N/A
9,MMR VACCINE,Immunological Products & Vaccines,"₦8,500.00","₦8,500.00",N/A
10,OPV VACCINE,Immunological Products & Vaccines,"₦4,000.00","₦4,000.00",N/A
11,PCV VACCINE,Immunological Products & Vaccines,"₦12,000.00","₦12,000.00",N/A
12,PENTAVALENT VACCINE,Immunological Products & Vaccines,"₦5,000.00","₦5,000.00",N/A
13,RABIES VACCINE,Immunological Products & Vaccines,N/A,N/A,N/A
14,ROTAVIRUS VACCINE(ROTARIX),Immunological Products & Vaccines,"₦8,000.00","₦8,000.00",N/A
15,TETANUS TOXOID VACCINE,Immunological Products & Vaccines,N/A,N/A,N/A
16,TYPHOID VACCINE,Immunological Products & Vaccines,"₦5,000.00","₦5,000.00",N/A
17,YELLOW FEVER VACCINE,Immunological Products & Vaccines,"₦12,000.00","₦12,000.00",N/A
18,TETANUS TOXOID,Immunological Products & Vaccines,₦400.00,₦400.00,₦400.00
19,HEPATITIS B VACCINE(REVAC B+) multiple dose,Immunological Products & Vaccines,"₦2,500.00","₦2,500.00","₦20,000.00"
20,CEVARIX,Immunological Products & Vaccines,"₦12,500.00","₦12,500.00","₦12,500.00"
21,"MUMPS,MEASLES,RUBELLA(MMR)",Immunological Products & Vaccines,"₦10,000.00","₦10,000.00","₦10,000.00"
22,HEPATITIS B VACCINE(MULTIPLE DOSE),Immunological Products & Vaccines,"₦2,500.00","₦2,500.00","₦2,500.00"
23,CEVARIX 2,Immunological Products & Vaccines,"₦15,000.00","₦15,000.00","₦15,000.00"
24,RELOAD MEN,Immunological Products & Vaccines,"₦4,000.00","₦4,000.00","₦4,000.00"
25,MENTHODEX COUGH SYRUP(100MLS),Immunological Products & Vaccines,"₦1,500.00","₦1,500.00","₦1,500.00"
26,VITAMIN 30TABS,Immunological Products & Vaccines,"₦2,000.00","₦2,000.00","₦2,000.00"
27,ZINC SULPHATE 20MG,Immunological Products & Vaccines,₦200.00,₦200.00,₦200.00
28,HEPATITIS B,Immunological Products & Vaccines,"₦2,500.00","₦2,500.00","₦2,500.00"
29,HPV VACCINE (GADASTRIL),Immunological Products & Vaccines,"₦75,000.00","₦75,000.00","₦75,000.00"
30,VACCINATION CARD,Immunological Products & Vaccines,"₦1,000.00","₦1,000.00","₦1,000.00"
1,ACYCLOVIR 3% EYE OINTMENT(ZOVIRAX),Opthalmological Drugs,N/A,N/A,N/A
2,ALOMIDE (LODOXAMIDE TROMETAMOL) EYE DROP,Opthalmological Drugs,N/A,N/A,N/A
3,AMETHOCAINE EYE DROP (TETRACINE),Opthalmological Drugs,N/A,N/A,N/A
4,ANTALLERGE EYE DROP,Opthalmological Drugs,N/A,N/A,N/A
5,ANTAZOLINE /TETRAHYDROZOLINE(SPERSALLERG)EYE DROP,Opthalmological Drugs,N/A,N/A,N/A
6,ANTAZOLINE /XYLOMETAZOLINE(OTRIVIN ANTISTIN )EYE DROP,Opthalmological Drugs,N/A,N/A,N/A
7,ATROPINE EYE OINT,Opthalmological Drugs,N/A,N/A,N/A
8,ATROPINE SULPHATE EYE DROPS,Opthalmological Drugs,N/A,N/A,N/A
9,BENZYLPENICILLIN OINTMENT,Opthalmological Drugs,N/A,N/A,N/A
10,BEOPTIC N EYE OINTMENT,Opthalmological Drugs,N/A,N/A,N/A
11,BETADRONE N (BETAMETHASONE+NEOMYCIN) EYE DROP,Opthalmological Drugs,N/A,N/A,N/A
12,BETAMETHASONE SODIUM PHOSPAHTE 0.1% OINTMENT,Opthalmological Drugs,N/A,N/A,N/A
13,BETAXOLOL EYE DROPS(BETOPTIC),Opthalmological Drugs,N/A,N/A,N/A
14,BRIMONIDINE (ALPHAGHAN) EYE DROP,Opthalmological Drugs,N/A,N/A,N/A
15,BRINZOLAMINDE (AZOPT)EYE DROP,Opthalmological Drugs,N/A,N/A,N/A
16,CHLORAMPHENICOL EYE OINTMENT,Opthalmological Drugs,N/A,N/A,N/A
17,CHLORAMPHENICOL(ELISCA) EYEDROP,Opthalmological Drugs,N/A,₦450.00,N/A
18,CIPROFLOXACIN EYE DROPS(CILOXAN),Opthalmological Drugs,N/A,N/A,N/A
19,CIPROFLOXACIN EYE DROPS(IVYZOXAN),Opthalmological Drugs,N/A,N/A,N/A
20,DEXAMETHASONE (IVYDEXONE) EYEDROP,Opthalmological Drugs,N/A,N/A,N/A
21,DEXAMETHASONE /NEOMYCIN (IVYDEXNEOCIN) EYE DROPS,Opthalmological Drugs,N/A,N/A,N/A
22,DEXAMETHASONE +NEOMYCIN+POLYMYXIN B+HYPROMELLOSE(MAXITROL)OINTMENT,Opthalmological Drugs,N/A,N/A,N/A
23,DEXAMETHASONE EYE DROPS(MAXIDEX),Opthalmological Drugs,N/A,N/A,N/A
24,DEXAMETHASONE++CHLORAMPHENICOL+TTRYZOLINE(STADEXOLENE) EYE DROP,Opthalmological Drugs,N/A,N/A,N/A
25,DEXAMETHAZONE/CHLORAMPHENICOL(SPERSADEX)EYE DROP,Opthalmological Drugs,N/A,N/A,N/A
26,DEXAMETHAZONE/NEOMYCIN(MAXITROL)EYE DROP,Opthalmological Drugs,N/A,N/A,N/A
27,DICLOFENAC (VOLTAREN) EYE DROP,Opthalmological Drugs,N/A,N/A,N/A
28,DORZOLAMIDE +TIMOLOL 20/5MG/ML (COSOPT)EYE DROP,Opthalmological Drugs,N/A,N/A,N/A
29,DORZOLAMIDE(TRUSOPT)EYE DROP,Opthalmological Drugs,N/A,N/A,N/A
30,EFEMOLINE EYE DROPS (FLUOROMETHOLONE+TETRYZOLINE),Opthalmological Drugs,N/A,N/A,N/A
31,FLUCONAZOLE 0.3%(FLUCAMED) EYEDROP,Opthalmological Drugs,N/A,N/A,N/A
32,FLURIBUPROFEN (IVYFLUR) EYE DROP,Opthalmological Drugs,N/A,N/A,N/A
33,GENTAMYCIN (EVRIL) EYE DROPS,Opthalmological Drugs,N/A,N/A,N/A
34,HYPOTEARS GEL,Opthalmological Drugs,N/A,N/A,N/A
35,HYPROMELLOSE EYE DROP,Opthalmological Drugs,N/A,N/A,N/A
36,IVYCROM(SODIUM CROMOGLYCATE 2%) EYE DROP,Opthalmological Drugs,N/A,N/A,N/A
37,IVYDEXGENT(GENTAMYCIN+DEXAMETHASONE 3/1MG/ML) EYEDROP,Opthalmological Drugs,N/A,N/A,N/A
38,IVYFLUR(FLURBIPROFEN) EYE DROP,Opthalmological Drugs,N/A,N/A,N/A
39,IVYMOICELL(HYDROXYPROPYL METHYLCELLULOSE) EYE DROP,Opthalmological Drugs,N/A,N/A,N/A
40,IVYSINE(TETRAHYDROZOLINE) EYE DROP,Opthalmological Drugs,N/A,N/A,N/A
41,IVYSOLONE (PREDNISOLONE) EYE DROP,Opthalmological Drugs,N/A,N/A,N/A
42,IVYXOLOL(BETAXOLOL) 0.2% EYE DROP,Opthalmological Drugs,N/A,N/A,N/A
43,IVYZINC(ZINC SULFATE) EYE DROP,Opthalmological Drugs,N/A,N/A,N/A
44,KETOTIFEN (ZADITEN) EYE DROPS,Opthalmological Drugs,N/A,N/A,N/A
45,LATANOPROST(XALATAN)EYE DROPS,Opthalmological Drugs,N/A,N/A,N/A
46,LATANOPROST+TIMOLOL (XALACOM) EYE DROP,Opthalmological Drugs,N/A,N/A,N/A
47,LODOXAMIDE O.1%(ALOMIDE)EYE DROPS,Opthalmological Drugs,N/A,N/A,N/A
48,LOMEFLOXACIN(OKACIN)EYE DROP,Opthalmological Drugs,N/A,N/A,N/A
49,MAXITROL EYE DROP,Opthalmological Drugs,N/A,N/A,N/A
50,MAXIVISION CAPS (60),Opthalmological Drugs,N/A,N/A,N/A
51,MYDRIACYL (TROPICAMIDE) EYE DROP,Opthalmological Drugs,N/A,N/A,N/A
52,OFLOXACIN EYEDROP,Opthalmological Drugs,N/A,N/A,N/A
53,OPATANOL(OLOPATADINE) EYE DROP,Opthalmological Drugs,N/A,N/A,N/A
54,OPTICROM(SODIUM CROMOGLICATE 2%) EYE DROP,Opthalmological Drugs,N/A,N/A,N/A
55,PHENYLEPHEDRINE EYE DROP(MYFRIN),Opthalmological Drugs,N/A,N/A,N/A
56,PILOCARPINE 2% EYE DROP,Opthalmological Drugs,N/A,N/A,N/A
57,SODIUM CHLORIDE 5% EYE DROP,Opthalmological Drugs,N/A,N/A,N/A
58,SODIUM CHLORIDE 5% EYE ONITMENT,Opthalmological Drugs,N/A,N/A,N/A
59,TEARS NATURALE,Opthalmological Drugs,N/A,N/A,N/A
60,TIMOLOL MALEATE(CUSIMOLOL) 0.25% EYE DROP,Opthalmological Drugs,N/A,N/A,N/A
61,TIMOLOL MALEATE(TIMOPTOL) 0.25% EYE DROP,Opthalmological Drugs,N/A,N/A,N/A
62,TOBRADEX(TOBRAMYCIN+DEXAMETHASONE  0.3%/0.1%) EYEDROP,Opthalmological Drugs,N/A,N/A,N/A
63,TOBREX (TOBRAMYCIN) 0.3% EYEDROP,Opthalmological Drugs,N/A,N/A,N/A
64,TRAVOPROST (TRAVATAN) EYE DROP,Opthalmological Drugs,N/A,N/A,N/A
65,TRAVOPROST+TIMOLOL(DUOTRAV) EYE DROP,Opthalmological Drugs,N/A,N/A,N/A
66,VISINE (TETRAHYDROZOLINE HCL 0.05%),Opthalmological Drugs,N/A,₦950.00,N/A
67,VITREOLENT EYE DROP(POTASSIUM IODIDE+SODIUM IODIDE),Opthalmological Drugs,N/A,N/A,N/A
68,TOBRAMYCIN EYEDROP (TOBREX),Opthalmological Drugs,"₦2,400.00","₦2,400.00","₦2,400.00"
1,0.9% NORMAL SALINE 500ML,Paranteral Preparations,"₦1,000.00","₦1,000.00",N/A
2,10% DEXTROSE WATER 500ML,Paranteral Preparations,"₦1,000.00","₦1,000.00",N/A
3,4.3% DEXTROSE SALINE,Paranteral Preparations,"₦1,000.00","₦1,000.00",N/A
4,5% DEXTROSE 1000ML,Paranteral Preparations,"₦5,000.00","₦5,000.00",N/A
5,5%. DEXTROSE SALINE,Paranteral Preparations,"₦2,000.00","₦2,000.00",N/A
6,5% DEXTROSE SALINE,Paranteral Preparations,"₦1,000.00","₦1,000.00",N/A
7,FULL STRENGHT DARROWS SOLUTION,Paranteral Preparations,N/A,N/A,N/A
8,HALF STRENGTH DARROWS SOLUTION,Paranteral Preparations,N/A,N/A,N/A
9,ISOPLASMA 500ML (PENTASTARCH 6%),Paranteral Preparations,N/A,N/A,N/A
10,MANNITOL 10%/500ML,Paranteral Preparations,N/A,N/A,N/A
11,MANNITOL 20%/500ML,Paranteral Preparations,N/A,N/A,N/A
12,RINGERS LACTATE SOLUTION 500ML,Paranteral Preparations,"₦1,000.00","₦1,000.00",N/A
13,SODIUM BICARBONATE 10ML,Paranteral Preparations,N/A,N/A,N/A
14,DEXTRAN 70 6% IV INFUSION,Paranteral Preparations,N/A,N/A,N/A
15,WATER FOR INJECTION,Paranteral Preparations,N/A,N/A,N/A
16,5% DEXTROSE WATER,Paranteral Preparations,"₦1,000.00","₦1,000.00","₦1,000.00"
17,RINGERS LACTATE 500MLS,Paranteral Preparations,"₦1,000.00","₦1,000.00","₦1,000.00"
18,IVF NORMAL SALINE,Paranteral Preparations,"₦1,000.00","₦1,000.00","₦1,000.00"
19,NORMAL SALINE,Paranteral Preparations,"₦1,000.00","₦1,000.00","₦1,000.00"
20,RINGERS LACTAE,Paranteral Preparations,"₦1,500.00","₦1,500.00","₦1,500.00"
21,RINGERS LACTATE,Paranteral Preparations,"₦1,200.00","₦1,200.00","₦1,200.00"
22,N/S,Paranteral Preparations,"₦1,000.00","₦1,000.00","₦1,000.00"
23,5% DEXTRSOE SALINE,Paranteral Preparations,"₦1,500.00","₦1,500.00","₦1,500.00"
24,0.9% NORMAL SALINE,Paranteral Preparations,"₦1,500.00","₦1,500.00","₦1,500.00"
25,5% DEXTROSE WATER,Paranteral Preparations,"₦1,200.00","₦1,200.00","₦1,200.00"
26,0.9%  NORMAL SALINE,Paranteral Preparations,"₦1,000.00","₦1,000.00","₦1,000.00"
27,0.9% NORMAL. SALINE.,Paranteral Preparations,"₦1,500.00","₦1,500.00","₦1,500.00"
28,BEAUTY THERAPY...,Paranteral Preparations,"₦4,000.00","₦4,000.00","₦4,000.00"
